Username,Site,Customer,Updated By,ImageAttached,Route,Operator,Timedate,Annotation,Comment,Overall Result,Beta-lactams Result,Beta-lactams Level,Ceftiofur Result,Ceftiofur Level,Tetracyclines Result,Tetracyclines Level,Sulfonamides Result,Sulfonamides Level,Raw QR,Test Type,Batch Number
Sjk2,Seinäjoki,Valio,Sjk2,False,"324","TP",21-03-2026 01:18,,,Negative,Negative,2.01,Negative,3.23,Negative,4.22,Negative,3.05,05250725E007000803,MilkSafe™ FAST CM1-3BTS ,250725E007
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"345","NV",21-03-2026 02:57,,,Negative,Negative,2.18,Negative,2.77,Negative,3.4,Negative,2.58,05250725E007020443,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"221","PT",21-03-2026 01:29,,,Negative,Negative,2.22,Negative,3.19,Negative,3.99,Negative,3.1,05250725E007003082,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"479","HK",21-03-2026 03:13,,,Negative,Negative,2.22,Negative,3.2,Negative,4.19,Negative,3.22,05251106E008000185,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"56","SK",21-03-2026 03:26,,,Negative,Negative,2.21,Negative,2.93,Negative,4.37,Negative,2.92,05251106E008002447,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"142","TH",21-03-2026 01:55,,,Negative,Negative,2.14,Negative,2.75,Negative,3.54,Negative,2.58,05250725E007011441,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk6,Seinäjoki,Valio,Sjk6,False,"161","TR",21-03-2026 01:56,,,Negative,Negative,2.05,Negative,3.18,Negative,3.87,Negative,2.91,05250725E007003016,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"202","AE",21-03-2026 02:07,,,Negative,Negative,2.41,Negative,3.3,Negative,4.17,Negative,3.12,05250725E007000354,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"411","late",21-03-2026 03:49,,,Negative,Negative,1.68,Negative,2.39,Negative,3.58,Negative,2.56,05251106E008000194,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"110","TH",21-03-2026 02:15,,,Negative,Negative,2.46,Negative,3.83,Negative,4.61,Negative,3.54,05251106E008021857,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"456","JK",21-03-2026 03:42,,,Negative,Negative,2.53,Negative,3.25,Negative,4.39,Negative,3.21,05251106E008002437,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"53","JA",21-03-2026 02:18,,,Negative,Negative,2.74,Negative,4.03,Negative,5,Negative,4.09,05251106E008019581,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"53","JA",21-03-2026 02:24,,,Negative,Negative,2.24,Negative,3.11,Negative,4.03,Negative,2.92,05251106E008019749,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"505","SK",21-03-2026 04:14,,,Negative,Negative,1.77,Negative,2.55,Negative,3.7,Negative,2.66,05251106E008000276,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"63","TONI",21-03-2026 04:21,,,Negative,Negative,1.93,Negative,2.77,Negative,3.88,Negative,2.62,05251106E008001090,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"316","JK",21-03-2026 03:05,,,Negative,Negative,2.4,Negative,3.03,Negative,4.18,Negative,2.95,05250725E007004239,MilkSafe™ FAST CM1-3BTS ,250725E007
Oulu2,Oulu,Valio,Oulu2,False,"39","JK",21-03-2026 04:28,,,Negative,Negative,1.91,Negative,2.75,Negative,3.48,Negative,2.6,05250725E007016032,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"494","HK",21-03-2026 05:22,,,Negative,Negative,2.32,Negative,3.06,Negative,3.91,Negative,2.86,05251106E008017790,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"133","AL",21-03-2026 04:12,,,Negative,Negative,1.94,Negative,2.96,Negative,3.76,Negative,2.67,05250725E007001940,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"216","JO",21-03-2026 04:17,,,Negative,Negative,2.59,Negative,3.51,Negative,4.62,Negative,3.33,05250725E007003376,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"323","TP",21-03-2026 04:35,,,Negative,Negative,2.16,Negative,2.94,Negative,4.12,Negative,2.9,05250725E007000500,MilkSafe™ FAST CM1-3BTS ,250725E007
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"381","SS",21-03-2026 06:12,,,Negative,Negative,1.99,Negative,2.46,Negative,3.18,Negative,2.36,05250725E007015783,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"293","ME",21-03-2026 05:29,,,Negative,Negative,2.56,Negative,2.95,Negative,3.71,Negative,2.83,05250725E007000171,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"463","MP",21-03-2026 07:16,,,Negative,Negative,2.68,Negative,3.32,Negative,4.43,Negative,3.14,05251106E008002178,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"407","PK",21-03-2026 07:55,,,Negative,Negative,2.15,Negative,2.85,Negative,4.24,Negative,2.78,,MilkSafe™ FAST CM1-3BTS ,
Sjk2,Seinäjoki,Valio,Sjk2,False,"300","MW",21-03-2026 06:42,,,Negative,Negative,2.34,Negative,2.99,Negative,3.54,Negative,2.84,05250725E007000666,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"45","IL",21-03-2026 08:20,,,Negative,Negative,2.79,Negative,3.42,Negative,4.41,Negative,3.25,05251106E008002701,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"NEGA","MP",21-03-2026 09:03,,,Negative,Negative,2.27,Negative,2.92,Negative,3.81,Negative,2.69,05251106E008017561,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"NEGA","MP",21-03-2026 08:51,,,Negative,Negative,2.06,Negative,3,Negative,3.63,Negative,2.84,05251106E008001127,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"69","JV",21-03-2026 07:54,,,Negative,Negative,2.45,Negative,3.2,Negative,4.07,Negative,3.01,05251106E008020318,MilkSafe™ FAST CM1-3BTS ,251106E008
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"642","AN",21-03-2026 12:31,,,Negative,Negative,2.12,Negative,2.75,Negative,3.53,Negative,2.81,05250725E007021612,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"70","JV",21-03-2026 11:21,,,Negative,Negative,2.45,Negative,3.11,Negative,3.99,Negative,2.99,05251106E008013916,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk5,Seinäjoki,Valio,Sjk5,False,"200","JJ",21-03-2026 12:03,,,Negative,Negative,1.92,Negative,3.05,Negative,3.6,Negative,2.85,05250725E007007797,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"11","LK",21-03-2026 12:10,,,Negative,Negative,2.1,Negative,3.24,Negative,3.95,Negative,3.04,05251106E008021500,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"111","JPM",21-03-2026 12:19,,,Negative,Negative,2.1,Negative,3.27,Negative,4,Negative,3.03,05251106E008023501,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"93","MM",21-03-2026 12:33,,,Negative,Negative,1.68,Negative,2.67,Negative,3.7,Negative,2.75,05251106E008025164,MilkSafe™ FAST CM1-3BTS ,251106E008
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"744","NR",21-03-2026 14:10,,,Negative,Negative,2.3,Negative,3.14,Negative,3.83,Negative,2.98,05250725E007020121,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk5,Seinäjoki,Valio,Sjk5,False,"162","EV",21-03-2026 13:23,,,Negative,Negative,2.25,Negative,3.16,Negative,3.66,Negative,2.87,05250725E007001792,MilkSafe™ FAST CM1-3BTS ,250725E007
Aanekoski1,Äänekoski,Valio,Aanekoski1,False,"170","KH",21-03-2026 13:34,,,Negative,Negative,2.72,Negative,4,Negative,4.81,Negative,3.57,05250428E002017832,MilkSafe™ FAST CM1-3BTS ,250428E002
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"831","PR",21-03-2026 15:00,,,Negative,Negative,2.65,Negative,3.19,Negative,3.9,Negative,3.08,05250725E007015859,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"478","JS",21-03-2026 15:11,,,Negative,Negative,1.41,Negative,2.38,Negative,3.2,Negative,2.34,05251106E008001367,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"180","mn",21-03-2026 12:56,,,Negative,Negative,2.58,Negative,3.15,Negative,3.97,Negative,2.92,05250725E007017908,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"322","vm",21-03-2026 13:53,,,Negative,Negative,2.07,Negative,2.84,Negative,3.56,Negative,2.63,05250725E007003898,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"143","NR",21-03-2026 14:04,,,Negative,Negative,2.44,Negative,2.91,Negative,3.74,Negative,2.7,05250725E007019645,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"50","LP",21-03-2026 14:07,,,Negative,Negative,2.25,Negative,3.04,Negative,3.88,Negative,2.9,05251106E008025460,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"306","JH",21-03-2026 14:11,,,Negative,Negative,1.84,Negative,2.9,Negative,3.5,Negative,2.67,05250725E007012643,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"870","IL",21-03-2026 14:21,,,Negative,Negative,1.86,Negative,2.83,Negative,3.45,Negative,2.5,05251106E008019828,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"57","MLS",21-03-2026 16:03,,,Negative,Negative,2.18,Negative,2.99,Negative,4.22,Negative,2.92,05251106E008002045,MilkSafe™ FAST CM1-3BTS ,251106E008
Oulu2,Oulu,Valio,Oulu2,False,"27","po",21-03-2026 15:04,,,Negative,Negative,2.03,Negative,2.61,Negative,3.82,Negative,2.74,05250725E007005035,MilkSafe™ FAST CM1-3BTS ,250725E007
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"347","JH",21-03-2026 15:57,,,Negative,Negative,2.15,Negative,3,Negative,3.91,Negative,2.84,05250725E007020455,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"406","PK",21-03-2026 15:55,,,Negative,Negative,2.09,Negative,2.94,Negative,4.15,Negative,2.85,,MilkSafe™ FAST CM1-3BTS ,
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"602","AP",21-03-2026 14:30,,,Negative,Negative,2.27,,,Negative,3.51,Negative,2.79,05250428E002002086,MilkSafe™ FAST CM1-3BTS ,250428E002
Sjk2,Seinäjoki,Valio,Sjk2,False,"222","NM",21-03-2026 14:43,,,Negative,Negative,1.99,Negative,2.82,Negative,3.8,Negative,2.78,05250725E007003976,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk6,Seinäjoki,Valio,Sjk6,False,"152","ja",21-03-2026 14:46,,,Negative,Negative,2.41,Negative,3.15,Negative,4.04,Negative,2.91,05250725E007012925,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"71","JV",21-03-2026 14:48,,,Negative,Negative,1.72,Negative,2.79,Negative,3.34,Negative,2.55,05251106E008019547,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"491","TN",21-03-2026 16:27,,,Negative,Negative,1.69,Negative,2.59,Negative,3.57,Negative,2.57,05251106E008002953,MilkSafe™ FAST CM1-3BTS ,251106E008
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"626","TN",21-03-2026 16:18,,,Negative,Negative,2.2,Negative,2.99,Negative,3.79,Negative,2.84,05250725E007015782,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"434","PS",21-03-2026 16:18,,,Negative,Negative,2.25,Negative,3.06,Negative,4.22,Negative,3,05251106E008002675,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"215","JP",21-03-2026 14:56,,,Negative,Negative,2.22,Negative,3.13,Negative,4.36,Negative,3.05,05250725E007001996,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"457","TH",21-03-2026 16:36,,,Negative,Negative,1.97,Negative,2.98,Negative,3.82,Negative,2.91,05251106E008000180,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"648","pj",21-03-2026 15:11,,,Negative,Negative,2.41,Negative,3.3,Negative,4.27,Negative,3.09,05250725E007011658,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"292","AH",21-03-2026 15:32,,,Negative,Negative,2.4,Negative,3.18,Negative,3.71,Negative,2.85,05250725E007001667,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk6,Seinäjoki,Valio,Sjk6,False,"298","mw",21-03-2026 15:36,,,Negative,Negative,2.34,Negative,3.03,Negative,3.97,Negative,2.93,05250725E007001650,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"38","VL",21-03-2026 15:43,,,Negative,Negative,2.21,Negative,3.07,Negative,4.22,Negative,2.88,,MilkSafe™ FAST CM1-3BTS ,
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"784","NM",21-03-2026 17:12,,,Negative,Negative,1.78,Negative,2.66,Negative,3.38,Negative,2.52,05250725E007015887,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"62","JT",21-03-2026 17:22,,,Negative,Negative,1.45,Negative,2.47,Negative,3.36,Negative,2.36,05251106E008002203,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"132","VS",21-03-2026 16:02,,,Negative,Negative,2.86,Negative,3.29,Negative,4.4,Negative,3.2,05250725E007001748,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"408","MV",21-03-2026 17:43,,,Negative,Negative,1.9,Negative,3.09,Negative,4.16,Negative,3.06,05251106E008000221,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"960","JOUNI",21-03-2026 18:07,,,Negative,Negative,2.08,Negative,3.4,Negative,4.25,Negative,3.26,,MilkSafe™ FAST CM1-3BTS ,
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"830","MK",21-03-2026 18:05,,,Negative,Negative,2.64,Negative,3.81,Negative,4.8,Negative,3.74,05250725E007021596,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"574","SL",21-03-2026 18:19,,,Negative,Negative,2.42,Negative,3.3,Negative,4.39,Negative,3.27,05251106E008005036,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"72","JV",21-03-2026 16:50,,,Negative,Negative,2.56,Negative,3.3,Negative,4.31,Negative,3.17,05251106E008021711,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"959","HK",21-03-2026 18:23,,,Negative,Negative,1.5,Negative,2.52,Negative,3.65,Negative,2.64,05251106E008002013,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"205","JJ",21-03-2026 17:17,,,Negative,Negative,2.11,Negative,2.82,Negative,3.62,Negative,2.69,05250725E007002661,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"503","JM",21-03-2026 18:57,,,Negative,Negative,2.21,Negative,2.98,Negative,4.18,Negative,2.88,05251106E008000412,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"318","SN",21-03-2026 19:08,,,Negative,Negative,2.2,Negative,3.07,Negative,3.73,Negative,2.92,05250725E007002775,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"73","PW",21-03-2026 19:51,,,Negative,Negative,2.05,Negative,2.98,Negative,3.56,Negative,2.72,05251106E008025232,MilkSafe™ FAST CM1-3BTS ,251106E008
Oulu2,Oulu,Valio,Oulu2,False,"6","ah",21-03-2026 21:12,,,Negative,Negative,2,Negative,3.04,Negative,4.05,Negative,2.97,05250725E007006637,MilkSafe™ FAST CM1-3BTS ,250725E007
Oulu2,Oulu,Valio,Oulu2,False,"36","jk",21-03-2026 21:35,,,Negative,Negative,1.89,Negative,3.07,Negative,3.76,Negative,2.89,05250725E007004636,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"74","PW",21-03-2026 22:17,,,Negative,Negative,1.71,Negative,2.74,Negative,3.38,Negative,2.57,05251106E008020429,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"91","MA",21-03-2026 22:44,,,Negative,Negative,2.46,Negative,3.63,Negative,4.49,Negative,3.39,05251106E008022590,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"61","TONI",21-03-2026 23:15,,,Negative,Negative,2.08,Negative,3.21,Negative,4.03,Negative,2.98,05251106E008019968,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"218","PA",21-03-2026 23:57,,,Negative,Negative,2.22,Negative,3.29,Negative,4.3,Negative,3.21,05250725E007001732,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk6,Seinäjoki,Valio,Sjk6,False,"336","TL",22-03-2026 00:09,,,Negative,Negative,1.87,Negative,2.95,Negative,3.77,Negative,2.84,05250725E007001669,MilkSafe™ FAST CM1-3BTS ,250725E007
Aanekoski1,Äänekoski,Valio,Aanekoski1,False,"171","TH",22-03-2026 00:44,,,Negative,Negative,2.57,Negative,3.81,Negative,4.53,Negative,3.5,,MilkSafe™ FAST CM1-3BTS ,
Sjk5,Seinäjoki,Valio,Sjk5,False,"634","AK",22-03-2026 00:43,,,Negative,Negative,1.58,Negative,2.27,Negative,2.58,Negative,2.05,05250725E007002711,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"575","TT",22-03-2026 01:55,,,Negative,Negative,1.62,Negative,2.47,Negative,3.26,Negative,2.4,05251106E008000371,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk5,Seinäjoki,Valio,Sjk5,False,"634","AK",22-03-2026 00:51,,,Negative,Negative,2.03,Negative,2.9,Negative,3.39,Negative,2.66,05250725E007001961,MilkSafe™ FAST CM1-3BTS ,250725E007
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"382","MK",22-03-2026 01:53,,,Negative,Negative,2.05,Negative,2.58,Negative,3.06,Negative,2.49,05250725E007015985,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"401","LH",22-03-2026 02:28,,,Negative,Negative,2.32,Negative,3.46,Negative,4.26,Negative,3.3,05251106E008000219,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"418","LT",22-03-2026 02:20,,,Negative,Negative,1.44,Negative,2.52,Negative,3.56,Negative,2.65,05251106E008001253,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"181","JH",22-03-2026 00:56,,,Negative,Negative,2.37,Negative,2.85,Negative,3.55,Negative,2.59,05251106E008024018,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"553","JP",22-03-2026 02:47,,,Negative,Negative,1.84,Negative,3.2,Negative,4.2,Negative,3.05,05251106E008002759,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"51","JA",22-03-2026 01:09,,,Negative,Negative,2.75,Negative,3.8,Negative,5,Negative,3.6,05251106E008019881,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"41","MP",22-03-2026 01:14,,,Negative,Negative,1.92,Negative,2.89,Negative,3.64,Negative,2.65,05251106E008022562,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"141","MS",22-03-2026 01:26,,,Negative,Negative,2.89,Negative,3.29,Negative,4.61,Negative,3.09,05250725E007001997,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk6,Seinäjoki,Valio,Sjk6,False,"294","ME",22-03-2026 01:31,,,Negative,Negative,2.64,Negative,3.21,Negative,4.14,Negative,3.1,05250725E007001663,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"493","HK",22-03-2026 03:12,,,Negative,Negative,2.13,Negative,3.23,Negative,3.96,Negative,3.06,05251106E008000476,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"151","JT",22-03-2026 01:39,,,Negative,Negative,2.54,Negative,3.28,Negative,4.13,Negative,3.08,05250725E007002635,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk6,Seinäjoki,Valio,Sjk6,False,"160","TR",22-03-2026 01:53,,,Negative,Negative,2.27,Negative,3.26,Negative,4,Negative,3.1,05250725E007001581,MilkSafe™ FAST CM1-3BTS ,250725E007
Oulu2,Oulu,Valio,Oulu2,False,"28","JL",22-03-2026 02:33,,,Negative,Negative,1.9,Negative,2.51,Negative,3.5,Negative,2.59,05250725E007006867,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"75","PW",22-03-2026 02:00,,,Negative,Negative,2.9,Negative,3.41,Negative,4.73,Negative,3.37,05251106E008021751,MilkSafe™ FAST CM1-3BTS ,251106E008
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"774","HL",22-03-2026 02:03,,,Negative,Negative,1.9,Negative,3,Negative,3.67,Negative,2.75,05250428E002002732,MilkSafe™ FAST CM1-3BTS ,250428E002
Sjk6,Seinäjoki,Valio,Sjk6,False,"226","TL",22-03-2026 02:12,,,Negative,Negative,2.71,Negative,3.46,Negative,4.55,Negative,3.41,05250725E007012878,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk5,Seinäjoki,Valio,Sjk5,False,"649","JJ",22-03-2026 02:45,,,Negative,Negative,2.23,Negative,3.37,Negative,3.93,Negative,3.05,05250725E007012834,MilkSafe™ FAST CM1-3BTS ,250725E007
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"613","JJ",22-03-2026 02:17,,,Negative,Negative,1.56,Negative,3.14,Negative,3.52,Negative,2.94,05250428E002004215,MilkSafe™ FAST CM1-3BTS ,250428E002
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"435","AA",22-03-2026 04:03,,,Negative,Negative,1.76,Negative,2.92,Negative,2.72,Negative,2.74,05251106E008000262,MilkSafe™ FAST CM1-3BTS ,251106E008
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"667","JP",22-03-2026 02:38,,,Negative,Negative,1.6,Negative,3.37,Negative,3.6,Negative,3.05,05250428E002004216,MilkSafe™ FAST CM1-3BTS ,250428E002
Sjk5,Seinäjoki,Valio,Sjk5,False,"641","NRT",22-03-2026 03:09,,,Negative,Negative,2.24,Negative,2.93,Negative,3.38,Negative,2.55,05250725E007001666,MilkSafe™ FAST CM1-3BTS ,250725E007
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"628","TT",22-03-2026 02:44,,,Negative,Negative,1.91,Negative,3.56,Negative,4.27,Negative,3.37,05250428E002004360,MilkSafe™ FAST CM1-3BTS ,250428E002
Sjk5,Seinäjoki,Valio,Sjk5,False,"305","TM",22-03-2026 03:21,,,Negative,Negative,2.46,Negative,3.26,Negative,3.87,Negative,3.06,05250725E007001561,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"458","MK",22-03-2026 04:33,,,Negative,Negative,1.76,Negative,2.61,Negative,3.84,Negative,2.59,05251106E008002746,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk5,Seinäjoki,Valio,Sjk5,False,"58","SK",22-03-2026 03:25,,,Negative,Negative,2.56,Negative,3.69,Negative,5,Negative,4.65,05250725E007001856,MilkSafe™ FAST CM1-3BTS ,250725E007
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"616","JN",22-03-2026 03:04,,,Negative,Negative,1.91,Negative,3.39,Negative,3.88,Negative,3.06,05250428E002002167,MilkSafe™ FAST CM1-3BTS ,250428E002
Sjk5,Seinäjoki,Valio,Sjk5,False,"112","TH",22-03-2026 03:36,,,Negative,Negative,2.14,Negative,3.05,Negative,3.38,Negative,2.7,05250725E007001838,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"961","JM",22-03-2026 04:52,,,Negative,Negative,2.26,Negative,2.91,Negative,3.83,Negative,2.76,05251106E008002665,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"506","AL",22-03-2026 05:03,,,Negative,Negative,1.59,Negative,2.55,Negative,3.59,Negative,2.65,05251106E008000175,MilkSafe™ FAST CM1-3BTS ,251106E008
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"745","JK",22-03-2026 04:56,,,Negative,Negative,2.65,Negative,3.07,Negative,3.78,Negative,3.04,05250725E007015966,MilkSafe™ FAST CM1-3BTS ,250725E007
